rank,title,year,rating,duration,imdb_rating,genre,url,movie_url,popularity_score,oscar_wins,oscar_nominations,star_1,star_1_link,star_2,star_2_link,star_3,star_3_link
125,Der Untergang,2004,R,2h 36m,8.2,"Biography, Drama, History",https://www.imdb.com/title/tt0363163/,https://www.imdb.com/title/tt0363163/,883,0,1,Bruno Ganz,https://www.imdb.com/name/nm0004486/?ref_=tt_cst_t_1,Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/?ref_=tt_cst_t_2,Ulrich Matthes,https://www.imdb.com/name/nm0559890/?ref_=tt_cst_t_3
126,Dangal,2016,Not Rated,2h 41m,8.3,"Action, Biography, Drama",https://www.imdb.com/title/tt5074352/,https://www.imdb.com/title/tt5074352/,3024,0,0,Aamir Khan,https://www.imdb.com/name/nm0451148/?ref_=tt_cst_t_1,Sakshi Tanwar,https://www.imdb.com/name/nm2799219/?ref_=tt_cst_t_2,Fatima Sana Shaikh,https://www.imdb.com/name/nm0760778/?ref_=tt_cst_t_3
127,Taxi Driver,1976,R,1h 54m,8.2,"Crime, Drama",https://www.imdb.com/title/tt0075314/,https://www.imdb.com/title/tt0075314/,363,0,4,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,Jodie Foster,https://www.imdb.com/name/nm0000149/?ref_=tt_cst_t_2,Cybill Shepherd,https://www.imdb.com/name/nm0001732/?ref_=tt_cst_t_3
128,Hamilton,2020,PG-13,2h 40m,8.3,"Biography, Drama, History",https://www.imdb.com/title/tt8503618/,https://www.imdb.com/title/tt8503618/,582,2,0,Lin-Manuel Miranda,https://www.imdb.com/name/nm0592135/?ref_=tt_cst_t_1,Phillipa Soo,https://www.imdb.com/name/nm5623883/?ref_=tt_cst_t_2,Leslie Odom Jr.,https://www.imdb.com/name/nm1502434/?ref_=tt_cst_t_3
129,The Wolf of Wall Street,2013,R,3h,8.2,"Biography, Comedy, Crime",https://www.imdb.com/title/tt0993846/,https://www.imdb.com/title/tt0993846/,129,0,5,Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=tt_cst_t_1,Jonah Hill,https://www.imdb.com/name/nm1706767/?ref_=tt_cst_t_2,Margot Robbie,https://www.imdb.com/name/nm3053338/?ref_=tt_cst_t_3
130,Batman Begins,2005,PG-13,2h 20m,8.2,"Action, Drama",https://www.imdb.com/title/tt0372784/,https://www.imdb.com/title/tt0372784/,418,0,1,Christian Bale,https://www.imdb.com/name/nm0000288/?ref_=tt_cst_t_1,Michael Caine,https://www.imdb.com/name/nm0000323/?ref_=tt_cst_t_2,Ken Watanabe,https://www.imdb.com/name/nm0913822/?ref_=tt_cst_t_3
131,Green Book,2018,PG-13,2h 10m,8.2,"Biography, Comedy, Drama",https://www.imdb.com/title/tt6966692/,https://www.imdb.com/title/tt6966692/,222,3,0,Viggo Mortensen,https://www.imdb.com/name/nm0001557/?ref_=tt_cst_t_1,Mahershala Ali,https://www.imdb.com/name/nm0991810/?ref_=tt_cst_t_2,Linda Cardellini,https://www.imdb.com/name/nm0004802/?ref_=tt_cst_t_3
132,Per qualche dollaro in più,1965,R,2h 12m,8.2,"Drama, Western",https://www.imdb.com/title/tt0059578/,https://www.imdb.com/title/tt0059578/,2611,0,0,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_1,Lee Van Cleef,https://www.imdb.com/name/nm0001812/?ref_=tt_cst_t_2,Gian Maria Volontè,https://www.imdb.com/name/nm0002231/?ref_=tt_cst_t_3
133,Some Like It Hot,1959,Approved,2h 1m,8.2,"Comedy, Music, Romance",https://www.imdb.com/title/tt0053291/,https://www.imdb.com/title/tt0053291/,781,1,0,Marilyn Monroe,https://www.imdb.com/name/nm0000054/?ref_=tt_cst_t_1,Tony Curtis,https://www.imdb.com/name/nm0000348/?ref_=tt_cst_t_2,Jack Lemmon,https://www.imdb.com/name/nm0000493/?ref_=tt_cst_t_3
134,The Truman Show,1998,PG,1h 43m,8.2,"Comedy, Drama",https://www.imdb.com/title/tt0120382/,https://www.imdb.com/title/tt0120382/,385,0,3,Jim Carrey,https://www.imdb.com/name/nm0000120/?ref_=tt_cst_t_1,Ed Harris,https://www.imdb.com/name/nm0000438/?ref_=tt_cst_t_2,Laura Linney,https://www.imdb.com/name/nm0001473/?ref_=tt_cst_t_3
135,Judgment at Nuremberg,1961,Approved,2h 59m,8.3,"Drama, War",https://www.imdb.com/title/tt0055031/,https://www.imdb.com/title/tt0055031/,2975,2,0,Spencer Tracy,https://www.imdb.com/name/nm0000075/?ref_=tt_cst_t_1,Burt Lancaster,https://www.imdb.com/name/nm0000044/?ref_=tt_cst_t_2,Richard Widmark,https://www.imdb.com/name/nm0001847/?ref_=tt_cst_t_3
136,The Kid,1921,Passed,1h 8m,8.2,"Comedy, Drama, Family",https://www.imdb.com/title/tt0012349/,https://www.imdb.com/title/tt0012349/,0,0,0,Charles Chaplin,https://www.imdb.com/name/nm0000122/?ref_=tt_cst_t_1,Edna Purviance,https://www.imdb.com/name/nm0701012/?ref_=tt_cst_t_2,Jackie Coogan,https://www.imdb.com/name/nm0001067/?ref_=tt_cst_t_3
137,The Father,2020,PG-13,1h 37m,8.2,"Drama, Mystery",https://www.imdb.com/title/tt10272386/,https://www.imdb.com/title/tt10272386/,1034,2,0,Anthony Hopkins,https://www.imdb.com/name/nm0000164/?ref_=tt_cst_t_1,Olivia Colman,https://www.imdb.com/name/nm1469236/?ref_=tt_cst_t_2,Mark Gatiss,https://www.imdb.com/name/nm0309693/?ref_=tt_cst_t_3
138,Shutter Island,2010,R,2h 18m,8.2,"Drama, Mystery, Thriller",https://www.imdb.com/title/tt1130884/,https://www.imdb.com/title/tt1130884/,268,0,0,Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=tt_cst_t_1,Emily Mortimer,https://www.imdb.com/name/nm0607865/?ref_=tt_cst_t_2,Mark Ruffalo,https://www.imdb.com/name/nm0749263/?ref_=tt_cst_t_3
139,All About Eve,1950,Approved,2h 18m,8.2,Drama,https://www.imdb.com/title/tt0042192/,https://www.imdb.com/title/tt0042192/,3166,6,0,Bette Davis,https://www.imdb.com/name/nm0000012/?ref_=tt_cst_t_1,Anne Baxter,https://www.imdb.com/name/nm0000879/?ref_=tt_cst_t_2,George Sanders,https://www.imdb.com/name/nm0001695/?ref_=tt_cst_t_3
140,There Will Be Blood,2007,R,2h 38m,8.2,Drama,https://www.imdb.com/title/tt0469494/,https://www.imdb.com/title/tt0469494/,343,2,0,Daniel Day-Lewis,https://www.imdb.com/name/nm0000358/?ref_=tt_cst_t_1,Paul Dano,https://www.imdb.com/name/nm0200452/?ref_=tt_cst_t_2,Ciarán Hinds,https://www.imdb.com/name/nm0001354/?ref_=tt_cst_t_3
141,Jurassic Park,1993,PG-13,2h 7m,8.2,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt0107290/,https://www.imdb.com/title/tt0107290/,240,3,0,Sam Neill,https://www.imdb.com/name/nm0000554/?ref_=tt_cst_t_1,Laura Dern,https://www.imdb.com/name/nm0000368/?ref_=tt_cst_t_2,Jeff Goldblum,https://www.imdb.com/name/nm0000156/?ref_=tt_cst_t_3
142,Ainda Estou Aqui,2024,PG-13,2h 17m,8.9,"Biography, Drama, History",https://www.imdb.com/title/tt14961016/,https://www.imdb.com/title/tt14961016/,28,0,3,Fernanda Torres,https://www.imdb.com/name/nm0868639/?ref_=tt_cst_t_1,Fernanda Montenegro,https://www.imdb.com/name/nm0005244/?ref_=tt_cst_t_2,Selton Mello,https://www.imdb.com/name/nm0578080/?ref_=tt_cst_t_3
143,Casino,1995,R,2h 58m,8.2,"Crime, Drama",https://www.imdb.com/title/tt0112641/,https://www.imdb.com/title/tt0112641/,519,0,1,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,Sharon Stone,https://www.imdb.com/name/nm0000232/?ref_=tt_cst_t_2,Joe Pesci,https://www.imdb.com/name/nm0000582/?ref_=tt_cst_t_3
144,The Sixth Sense,1999,PG-13,1h 47m,8.2,"Drama, Mystery, Thriller",https://www.imdb.com/title/tt0167404/,https://www.imdb.com/title/tt0167404/,460,0,6,Bruce Willis,https://www.imdb.com/name/nm0000246/?ref_=tt_cst_t_1,Haley Joel Osment,https://www.imdb.com/name/nm0005286/?ref_=tt_cst_t_2,Toni Collette,https://www.imdb.com/name/nm0001057/?ref_=tt_cst_t_3
145,Ran,1985,R,2h 40m,8.2,"Action, Drama, War",https://www.imdb.com/title/tt0089881/,https://www.imdb.com/title/tt0089881/,2399,1,0,Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/?ref_=tt_cst_t_1,Akira Terao,https://www.imdb.com/name/nm0855417/?ref_=tt_cst_t_2,Jinpachi Nezu,https://www.imdb.com/name/nm0628704/?ref_=tt_cst_t_3
146,Top Gun: Maverick,2022,PG-13,2h 10m,8.2,"Action, Drama",https://www.imdb.com/title/tt1745960/,https://www.imdb.com/title/tt1745960/,204,1,0,Tom Cruise,https://www.imdb.com/name/nm0000129/?ref_=tt_cst_t_1,Jennifer Connelly,https://www.imdb.com/name/nm0000124/?ref_=tt_cst_t_2,Miles Teller,https://www.imdb.com/name/nm1886602/?ref_=tt_cst_t_3
147,No Country for Old Men,2007,R,2h 2m,8.2,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0477348/,https://www.imdb.com/title/tt0477348/,216,4,0,Tommy Lee Jones,https://www.imdb.com/name/nm0000169/?ref_=tt_cst_t_1,Javier Bardem,https://www.imdb.com/name/nm0000849/?ref_=tt_cst_t_2,Josh Brolin,https://www.imdb.com/name/nm0000982/?ref_=tt_cst_t_3
148,The Thing,1982,R,1h 49m,8.2,"Horror, Mystery, Sci-Fi",https://www.imdb.com/title/tt0084787/,https://www.imdb.com/title/tt0084787/,484,0,0,Kurt Russell,https://www.imdb.com/name/nm0000621/?ref_=tt_cst_t_1,Wilford Brimley,https://www.imdb.com/name/nm0000979/?ref_=tt_cst_t_2,Keith David,https://www.imdb.com/name/nm0202966/?ref_=tt_cst_t_3
149,El laberinto del fauno,2006,R,1h 58m,8.2,"Drama, Fantasy, War",https://www.imdb.com/title/tt0457430/,https://www.imdb.com/title/tt0457430/,780,3,0,Ivana Baquero,https://www.imdb.com/name/nm1419440/?ref_=tt_cst_t_1,Ariadna Gil,https://www.imdb.com/name/nm0317725/?ref_=tt_cst_t_2,Sergi López,https://www.imdb.com/name/nm0530365/?ref_=tt_cst_t_3
150,Unforgiven,1992,R,2h 10m,8.2,"Drama, Western",https://www.imdb.com/title/tt0105695/,https://www.imdb.com/title/tt0105695/,534,4,0,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_1,Gene Hackman,https://www.imdb.com/name/nm0000432/?ref_=tt_cst_t_2,Morgan Freeman,https://www.imdb.com/name/nm0000151/?ref_=tt_cst_t_3
151,A Beautiful Mind,2001,PG-13,2h 15m,8.2,"Biography, Drama, Mystery",https://www.imdb.com/title/tt0268978/,https://www.imdb.com/title/tt0268978/,647,4,0,Russell Crowe,https://www.imdb.com/name/nm0000128/?ref_=tt_cst_t_1,Ed Harris,https://www.imdb.com/name/nm0000438/?ref_=tt_cst_t_2,Jennifer Connelly,https://www.imdb.com/name/nm0000124/?ref_=tt_cst_t_3
152,Kill Bill: Vol. 1,2003,R,1h 51m,8.2,"Action, Crime, Thriller",https://www.imdb.com/title/tt0266697/,https://www.imdb.com/title/tt0266697/,352,0,5,Uma Thurman,https://www.imdb.com/name/nm0000235/?ref_=tt_cst_t_1,David Carradine,https://www.imdb.com/name/nm0001016/?ref_=tt_cst_t_2,Daryl Hannah,https://www.imdb.com/name/nm0000435/?ref_=tt_cst_t_3
153,The Treasure of the Sierra Madre,1948,Approved,2h 6m,8.2,"Adventure, Drama, Western",https://www.imdb.com/title/tt0040897/,https://www.imdb.com/title/tt0040897/,0,3,0,Humphrey Bogart,https://www.imdb.com/name/nm0000007/?ref_=tt_cst_t_1,Walter Huston,https://www.imdb.com/name/nm0404158/?ref_=tt_cst_t_2,Tim Holt,https://www.imdb.com/name/nm0392529/?ref_=tt_cst_t_3
154,Yôjinbô,1961,Not Rated,1h 50m,8.2,"Action, Drama, Thriller",https://www.imdb.com/title/tt0055630/,https://www.imdb.com/title/tt0055630/,0,0,1,Toshirô Mifune,https://www.imdb.com/name/nm0001536/?ref_=tt_cst_t_1,Eijirô Tôno,https://www.imdb.com/name/nm0867391/?ref_=tt_cst_t_2,Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/?ref_=tt_cst_t_3
155,Prisoners,2013,R,2h 33m,8.2,"Crime, Drama, Mystery",https://www.imdb.com/title/tt1392214/,https://www.imdb.com/title/tt1392214/,167,0,1,Hugh Jackman,https://www.imdb.com/name/nm0413168/?ref_=tt_cst_t_1,Jake Gyllenhaal,https://www.imdb.com/name/nm0350453/?ref_=tt_cst_t_2,Viola Davis,https://www.imdb.com/name/nm0205626/?ref_=tt_cst_t_3
156,Finding Nemo,2003,G,1h 40m,8.2,"Animation, Adventure, Comedy",https://www.imdb.com/title/tt0266543/,https://www.imdb.com/title/tt0266543/,791,1,0,Albert Brooks,https://www.imdb.com/name/nm0000983/?ref_=tt_cst_t_1,Ellen DeGeneres,https://www.imdb.com/name/nm0001122/?ref_=tt_cst_t_2,Alexander Gould,https://www.imdb.com/name/nm1071252/?ref_=tt_cst_t_3
157,The Great Escape,1963,Approved,2h 52m,8.2,"Adventure, Drama, Thriller",https://www.imdb.com/title/tt0057115/,https://www.imdb.com/title/tt0057115/,2500,0,1,Steve McQueen,https://www.imdb.com/name/nm0000537/?ref_=tt_cst_t_1,James Garner,https://www.imdb.com/name/nm0001258/?ref_=tt_cst_t_2,Richard Attenborough,https://www.imdb.com/name/nm0000277/?ref_=tt_cst_t_3
158,Monty Python and the Holy Grail,1975,PG,1h 31m,8.2,"Adventure, Comedy, Fantasy",https://www.imdb.com/title/tt0071853/,https://www.imdb.com/title/tt0071853/,1609,0,0,Graham Chapman,https://www.imdb.com/name/nm0001037/?ref_=tt_cst_t_1,John Cleese,https://www.imdb.com/name/nm0000092/?ref_=tt_cst_t_2,Eric Idle,https://www.imdb.com/name/nm0001385/?ref_=tt_cst_t_3
159,Hauru no ugoku shiro,2004,PG,1h 59m,8.2,"Animation, Adventure, Family",https://www.imdb.com/title/tt0347149/,https://www.imdb.com/title/tt0347149/,823,0,1,Chieko Baishô,https://www.imdb.com/name/nm0047962/?ref_=tt_cst_t_1,Takuya Kimura,https://www.imdb.com/name/nm0454120/?ref_=tt_cst_t_2,Tatsuya Gashûin,https://www.imdb.com/name/nm0309107/?ref_=tt_cst_t_3
160,The Elephant Man,1980,PG,2h 4m,8.2,"Biography, Drama",https://www.imdb.com/title/tt0080678/,https://www.imdb.com/title/tt0080678/,284,0,8,Anthony Hopkins,https://www.imdb.com/name/nm0000164/?ref_=tt_cst_t_1,John Hurt,https://www.imdb.com/name/nm0000457/?ref_=tt_cst_t_2,Anne Bancroft,https://www.imdb.com/name/nm0000843/?ref_=tt_cst_t_3
161,The Wild Robot,2024,PG,1h 42m,8.2,"Animation, Sci-Fi",https://www.imdb.com/title/tt29623480/,https://www.imdb.com/title/tt29623480/,22,0,3,Lupita Nyong'o,https://www.imdb.com/name/nm2143282/?ref_=tt_cst_t_1,Pedro Pascal,https://www.imdb.com/name/nm0050959/?ref_=tt_cst_t_2,Kit Connor,https://www.imdb.com/name/nm5598573/?ref_=tt_cst_t_3
162,Dial M for Murder,1954,PG,1h 45m,8.2,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0046912/,https://www.imdb.com/title/tt0046912/,3515,0,1,Ray Milland,https://www.imdb.com/name/nm0001537/?ref_=tt_cst_t_1,Grace Kelly,https://www.imdb.com/name/nm0000038/?ref_=tt_cst_t_2,Robert Cummings,https://www.imdb.com/name/nm0191950/?ref_=tt_cst_t_3
163,Rashômon,1950,Not Rated,1h 28m,8.2,"Crime, Drama, Mystery",https://www.imdb.com/title/tt0042876/,https://www.imdb.com/title/tt0042876/,4575,0,1,Toshirô Mifune,https://www.imdb.com/name/nm0001536/?ref_=tt_cst_t_1,Machiko Kyô,https://www.imdb.com/name/nm0477553/?ref_=tt_cst_t_2,Masayuki Mori,https://www.imdb.com/name/nm0605270/?ref_=tt_cst_t_3
164,Gone with the Wind,1939,G,3h 58m,8.2,"Drama, Romance, War",https://www.imdb.com/title/tt0031381/,https://www.imdb.com/title/tt0031381/,625,8,0,Clark Gable,https://www.imdb.com/name/nm0000022/?ref_=tt_cst_t_1,Vivien Leigh,https://www.imdb.com/name/nm0000046/?ref_=tt_cst_t_2,Thomas Mitchell,https://www.imdb.com/name/nm0593775/?ref_=tt_cst_t_3
165,Chinatown,1974,R,2h 10m,8.1,"Drama, Mystery, Thriller",https://www.imdb.com/title/tt0071315/,https://www.imdb.com/title/tt0071315/,1107,1,0,Jack Nicholson,https://www.imdb.com/name/nm0000197/?ref_=tt_cst_t_1,Faye Dunaway,https://www.imdb.com/name/nm0001159/?ref_=tt_cst_t_2,John Huston,https://www.imdb.com/name/nm0001379/?ref_=tt_cst_t_3
166,El secreto de sus ojos,2009,R,2h 9m,8.2,"Drama, Mystery, Romance",https://www.imdb.com/title/tt1305806/,https://www.imdb.com/title/tt1305806/,1454,1,0,Ricardo Darín,https://www.imdb.com/name/nm0201857/?ref_=tt_cst_t_1,Soledad Villamil,https://www.imdb.com/name/nm0897845/?ref_=tt_cst_t_2,Pablo Rago,https://www.imdb.com/name/nm0706567/?ref_=tt_cst_t_3
167,Klaus,2019,PG,1h 36m,8.2,"Animation, Adventure, Comedy",https://www.imdb.com/title/tt4729430/,https://www.imdb.com/title/tt4729430/,3313,0,1,Jason Schwartzman,https://www.imdb.com/name/nm0005403/?ref_=tt_cst_t_1,J.K. Simmons,https://www.imdb.com/name/nm0799777/?ref_=tt_cst_t_2,Rashida Jones,https://www.imdb.com/name/nm0429069/?ref_=tt_cst_t_3
168,"Lock, Stock and Two Smoking Barrels",1998,R,1h 47m,8.1,"Comedy, Crime",https://www.imdb.com/title/tt0120735/,https://www.imdb.com/title/tt0120735/,1221,1,0,Jason Flemyng,https://www.imdb.com/name/nm0002076/?ref_=tt_cst_t_1,Dexter Fletcher,https://www.imdb.com/name/nm0002077/?ref_=tt_cst_t_2,Nick Moran,https://www.imdb.com/name/nm0602941/?ref_=tt_cst_t_3
169,V for Vendetta,2005,R,2h 12m,8.1,"Action, Drama, Sci-Fi",https://www.imdb.com/title/tt0434409/,https://www.imdb.com/title/tt0434409/,779,0,0,Hugo Weaving,https://www.imdb.com/name/nm0915989/?ref_=tt_cst_t_1,Natalie Portman,https://www.imdb.com/name/nm0000204/?ref_=tt_cst_t_2,Rupert Graves,https://www.imdb.com/name/nm0001291/?ref_=tt_cst_t_3
170,Inside Out,2015,PG,1h 35m,8.1,"Animation, Adventure, Comedy",https://www.imdb.com/title/tt2096673/,https://www.imdb.com/title/tt2096673/,742,1,0,Amy Poehler,https://www.imdb.com/name/nm0688132/?ref_=tt_cst_t_1,Bill Hader,https://www.imdb.com/name/nm0352778/?ref_=tt_cst_t_2,Lewis Black,https://www.imdb.com/name/nm0085400/?ref_=tt_cst_t_3
171,"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55m,8.1,"Comedy, Crime, Drama",https://www.imdb.com/title/tt5027774/,https://www.imdb.com/title/tt5027774/,847,2,0,Frances McDormand,https://www.imdb.com/name/nm0000531/?ref_=tt_cst_t_1,Woody Harrelson,https://www.imdb.com/name/nm0000437/?ref_=tt_cst_t_2,Sam Rockwell,https://www.imdb.com/name/nm0005377/?ref_=tt_cst_t_3
172,Trainspotting,1996,R,1h 33m,8.1,Drama,https://www.imdb.com/title/tt0117951/,https://www.imdb.com/title/tt0117951/,585,0,1,Ewan McGregor,https://www.imdb.com/name/nm0000191/?ref_=tt_cst_t_1,Ewen Bremner,https://www.imdb.com/name/nm0001971/?ref_=tt_cst_t_2,Jonny Lee Miller,https://www.imdb.com/name/nm0001538/?ref_=tt_cst_t_3
173,The Bridge on the River Kwai,1957,PG,2h 41m,8.1,"Adventure, Drama, War",https://www.imdb.com/title/tt0050212/,https://www.imdb.com/title/tt0050212/,4065,7,0,William Holden,https://www.imdb.com/name/nm0000034/?ref_=tt_cst_t_1,Alec Guinness,https://www.imdb.com/name/nm0000027/?ref_=tt_cst_t_2,Jack Hawkins,https://www.imdb.com/name/nm0370144/?ref_=tt_cst_t_3
174,Raging Bull,1980,R,2h 9m,8.1,"Biography, Drama, Sport",https://www.imdb.com/title/tt0081398/,https://www.imdb.com/title/tt0081398/,2118,2,0,Robert De Niro,https://www.imdb.com/name/nm0000134/?ref_=tt_cst_t_1,Cathy Moriarty,https://www.imdb.com/name/nm0001550/?ref_=tt_cst_t_2,Joe Pesci,https://www.imdb.com/name/nm0000582/?ref_=tt_cst_t_3
175,Catch Me If You Can,2002,PG-13,2h 21m,8.1,"Biography, Crime, Drama",https://www.imdb.com/title/tt0264464/,https://www.imdb.com/title/tt0264464/,503,0,2,Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=tt_cst_t_1,Tom Hanks,https://www.imdb.com/name/nm0000158/?ref_=tt_cst_t_2,Christopher Walken,https://www.imdb.com/name/nm0000686/?ref_=tt_cst_t_3
176,Fargo,1996,R,1h 38m,8.1,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0116282/,https://www.imdb.com/title/tt0116282/,452,2,0,William H. Macy,https://www.imdb.com/name/nm0000513/?ref_=tt_cst_t_1,Frances McDormand,https://www.imdb.com/name/nm0000531/?ref_=tt_cst_t_2,Steve Buscemi,https://www.imdb.com/name/nm0000114/?ref_=tt_cst_t_3
177,Warrior,2011,PG-13,2h 20m,8.1,"Action, Drama, Sport",https://www.imdb.com/title/tt1291584/,https://www.imdb.com/title/tt1291584/,1042,0,1,Tom Hardy,https://www.imdb.com/name/nm0362766/?ref_=tt_cst_t_1,Nick Nolte,https://www.imdb.com/name/nm0000560/?ref_=tt_cst_t_2,Joel Edgerton,https://www.imdb.com/name/nm0249291/?ref_=tt_cst_t_3
178,Harry Potter and the Deathly Hallows - Part 2,2011,PG-13,2h 10m,8.1,"Adventure, Family, Fantasy",https://www.imdb.com/title/tt1201607/,https://www.imdb.com/title/tt1201607/,425,0,3,Daniel Radcliffe,https://www.imdb.com/name/nm0705356/?ref_=tt_cst_t_1,Emma Watson,https://www.imdb.com/name/nm0914612/?ref_=tt_cst_t_2,Rupert Grint,https://www.imdb.com/name/nm0342488/?ref_=tt_cst_t_3
179,Gran Torino,2008,R,1h 56m,8.1,Drama,https://www.imdb.com/title/tt1205489/,https://www.imdb.com/title/tt1205489/,1854,0,0,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_1,Bee Vang,https://www.imdb.com/name/nm3057402/?ref_=tt_cst_t_2,Christopher Carley,https://www.imdb.com/name/nm1542291/?ref_=tt_cst_t_3
180,Million Dollar Baby,2004,PG-13,2h 12m,8.1,"Drama, Sport",https://www.imdb.com/title/tt0405159/,https://www.imdb.com/title/tt0405159/,1567,4,0,Hilary Swank,https://www.imdb.com/name/nm0005476/?ref_=tt_cst_t_1,Clint Eastwood,https://www.imdb.com/name/nm0000142/?ref_=tt_cst_t_2,Morgan Freeman,https://www.imdb.com/name/nm0000151/?ref_=tt_cst_t_3
181,Spider-Man: No Way Home,2021,PG-13,2h 28m,8.2,"Action, Adventure, Fantasy",https://www.imdb.com/title/tt10872600/,https://www.imdb.com/title/tt10872600/,269,0,1,Tom Holland,https://www.imdb.com/name/nm4043618/?ref_=tt_cst_t_1,Zendaya,https://www.imdb.com/name/nm3918035/?ref_=tt_cst_t_2,Benedict Cumberbatch,https://www.imdb.com/name/nm1212722/?ref_=tt_cst_t_3
182,Tonari no Totoro,1988,G,1h 26m,8.1,"Animation, Comedy, Family",https://www.imdb.com/title/tt0096283/,https://www.imdb.com/title/tt0096283/,1967,0,0,Hitoshi Takagi,https://www.imdb.com/name/nm0847054/?ref_=tt_cst_t_1,Noriko Hidaka,https://www.imdb.com/name/nm0383022/?ref_=tt_cst_t_2,Chika Sakamoto,https://www.imdb.com/name/nm0757076/?ref_=tt_cst_t_3
183,Mad Max: Fury Road,2015,R,2h,8.1,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt1392190/,https://www.imdb.com/title/tt1392190/,246,6,0,Tom Hardy,https://www.imdb.com/name/nm0362766/?ref_=tt_cst_t_1,Charlize Theron,https://www.imdb.com/name/nm0000234/?ref_=tt_cst_t_2,Nicholas Hoult,https://www.imdb.com/name/nm0396558/?ref_=tt_cst_t_3
184,Ben-Hur,1959,G,3h 32m,8.1,"Adventure, Drama",https://www.imdb.com/title/tt0052618/,https://www.imdb.com/title/tt0052618/,1935,11,0,Charlton Heston,https://www.imdb.com/name/nm0000032/?ref_=tt_cst_t_1,Jack Hawkins,https://www.imdb.com/name/nm0370144/?ref_=tt_cst_t_2,Stephen Boyd,https://www.imdb.com/name/nm0000963/?ref_=tt_cst_t_3
185,Bacheha-ye aseman,1997,PG,1h 29m,8.2,"Drama, Family, Sport",https://www.imdb.com/title/tt0118849/,https://www.imdb.com/title/tt0118849/,0,0,1,Reza Naji,https://www.imdb.com/name/nm0619870/?ref_=tt_cst_t_1,Amir Farrokh Hashemian,https://www.imdb.com/name/nm0268488/?ref_=tt_cst_t_2,Bahare Seddiqi,https://www.imdb.com/name/nm0781245/?ref_=tt_cst_t_3
186,Barry Lyndon,1975,PG,3h 5m,8.1,"Adventure, Drama, War",https://www.imdb.com/title/tt0072684/,https://www.imdb.com/title/tt0072684/,1477,4,0,Ryan O'Neal,https://www.imdb.com/name/nm0641939/?ref_=tt_cst_t_1,Marisa Berenson,https://www.imdb.com/name/nm0001943/?ref_=tt_cst_t_2,Patrick Magee,https://www.imdb.com/name/nm0535861/?ref_=tt_cst_t_3
